catalogId|class|level|candidate|name|branchKey|action|flow|impactStyle|path|growthBand|tierVariant|primaryResolverKey|choreographyKey|identitySchema|identityId|grammarId|growthStage|hitBand|perceptualSignature|roleGrammar|element|hitWeights|hitTimings|presentationHitTimings|presentationGroups|primaryAsset|primaryAssets|secondaryAsset|impactAssets|debrisAssets|residualAsset|finisherRingAsset|finisherEchoAsset|legacyRecipe|normalRoleCount|normalPeakConcurrent|minimumPeakConcurrent|reducedMaxConcurrent
mage_t13_c03|MAGE|65|2|뇌신의 사슬|AUTHORED_CLASS:MAGE:CROSS|CHAIN|OUTSIDE_IN|POINT|CROSS|3|0|mage:c3:b4|mage:c3:b4|2|v2:8bb9176b66a77423|G04_CHAIN_OUTSIDE_IN|MID|COMBO|G04_CHAIN_OUTSIDE_IN:MID:COMBO~ANTICIPATION:2:6:-1:0:-1:32:33:-1:1:2~PRIMARY:1:7:-6:0:-1:32:33:-1:-1:3~CONTACT:2:5:2:0:-1:33:32:-1:-1:3~DEBRIS:0:4:1:1:0:33:35:-4:1:2~RESIDUAL:1:1:2:1:-1:33:33:-2:-1:3~FINISHER_RING:1:1:2:2:-1:35:33:-3:-1:3~FINISHER_ECHO:2:7:5:1:0:34:33:-3:-1:3~WARRIOR_ACCENT:2:6:-4:2:-1:35:33:-2:1:2|ANTICIPATION,2,6,-10,0.96000004,0.0,-0.023,0.95,0.97499996,-5.0,1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,1,7,-36,0.92,0.0,-0.014,0.95,1.0,-5.0,-1.0,0.96000004,,3,2,TARGET;CONTACT,2,5,12,0.96000004,0.0036000004,-0.027520001,0.97499996,0.95,-4.48,-1.0,0.96000004,,3,4,TARGET;DEBRIS,0,4,8,0.92,0.0164,0.0065199994,1.0,1.05,-18.02,1.0,0.92,,2,5,TRAILING_EDGE;RESIDUAL,1,1,12,0.96000004,0.0164,-0.02048,1.0,0.97499996,-12.0199995,-1.0,0.96000004,,3,1,GROUND;FINISHER_RING,1,1,16,0.96000004,0.0336,-0.018520001,1.05,0.97499996,-16.48,-1.0,0.96000004,,3,6,ORBIT;FINISHER_ECHO,2,7,32,1.08,0.0236,-0.009520001,1.025,1.0,-13.48,-1.0,0.92,,3,7,ORBIT;WARRIOR_ACCENT,2,6,-28,1.04,0.036399998,-0.02048,1.05,0.97499996,-12.0199995,1.0,1.04,,2,3,TARGET|LIGHTNING|15,17,18,20,30|100,210,330,460,620|100,210,330,460,620|100:0:15;210:1:17;330:2:18;460:3:20;620:4:30|2131034400|2131034399,2131034400|2131034311|2131034512,2131034512,2131034512|2131034513,2131034513,2131034513|2131034310||||5|4|3|2
mage_t14_c04|MAGE|70|3|공허 칼날|AUTHORED_CLASS:MAGE:RUPTURE|CUT|LEFT_TO_RIGHT|EDGE|RUPTURE|3|1|mage:c4:b4|mage:c4:b4|2|v2:625c43cb565aca0c|G08_CUT_LEFT_TO_RIGHT|MID|COMBO|G08_CUT_LEFT_TO_RIGHT:MID:COMBO~ANTICIPATION:2:5:0:-1:-1:33:32:0:-1:3~PRIMARY:0:1:0:0:0:35:33:0:-1:3~CONTACT:2:7:3:-1:0:32:33:-1:-1:3~DEBRIS:1:6:-2:0:0:35:33:0:1:2~RESIDUAL:2:0:0:-2:-1:32:32:-3:1:2~FINISHER_RING:1:5:3:-1:-1:33:32:0:-1:3~FINISHER_ECHO:2:7:3:1:0:35:33:-1:-1:3~WARRIOR_ACCENT:1:3:-2:-2:1:32:34:0:-1:3|ANTICIPATION,2,5,2,1.0,-0.024,-0.011999999,0.97499996,0.95,-2.0,-1.0,1.04,,3,0,LEADING_EDGE;PRIMARY,0,1,2,1.08,0.005999999,-0.0029999996,1.05,0.97499996,-2.0,-1.0,0.92,,3,2,TARGET;CONTACT,2,7,20,1.0,-0.029520001,0.00408,0.95,1.0,-3.4,-1.0,1.0,,3,4,TARGET;DEBRIS,1,6,-13,1.0,0.00852,-0.0040799994,1.05,0.97499996,-1.0999999,1.0,1.0,,2,5,TRAILING_EDGE;RESIDUAL,2,0,0,0.96000004,-0.03148,-0.013079999,0.95,0.95,-13.1,1.0,0.96000004,,2,1,GROUND;FINISHER_RING,1,5,20,1.04,-0.01952,-0.01392,0.97499996,0.95,-0.4000001,-1.0,1.04,,3,6,ORBIT;FINISHER_ECHO,2,7,20,1.0,0.010479999,0.00408,1.05,1.0,-6.4,-1.0,1.0,,3,7,ORBIT;WARRIOR_ACCENT,1,3,-14,0.96000004,-0.03148,0.01392,0.95,1.025,1.9000001,-1.0,0.96000004,,3,3,TARGET|ARCANE|28,32,40|170,360,790|170,360,790|170:0:28;360:1:32;790:2:40|2131034376|2131034375,2131034376|2131034313|2131034500,2131034500,2131034500|2131034501,2131034501,2131034501|2131034312||||5|3|3|1
mage_t15_c01|MAGE|75|0|불사조 격돌|AUTHORED_CLASS:MAGE:CROSS|DIVE|TOP_TO_BOTTOM|POINT|CROSS|3|2|mage:c1:b4|mage:c1:b4|2|v2:3b1e873ce715a3db|G10_DIVE_TOP_TO_BOTTOM|MID|SINGLE|G10_DIVE_TOP_TO_BOTTOM:MID:SINGLE~ANTICIPATION:1:5:-8:-2:-2:32:32:-2:-1:1~PRIMARY:1:0:0:-2:-2:32:32:-1:1:1~CONTACT:1:6:-2:-2:-1:32:33:-3:1:1~DEBRIS:2:3:-1:-1:-1:33:34:-3:-1:1~RESIDUAL:2:2:1:-2:-1:32:33:-3:1:1~FINISHER_RING:0:6:6:0:-1:34:33:1:1:1~FINISHER_ECHO:2:7:5:-1:-1:33:33:-3:-1:1~WARRIOR_ACCENT:2:0:-5:0:-2:35:32:-1:1:1|ANTICIPATION,1,5,-52,1.0,-0.036,-0.044,0.95,0.95,-9.0,-1.0,1.0,,1,0,LEADING_EDGE;PRIMARY,1,0,-2,0.92,-0.036,-0.044,0.95,0.95,-3.0,1.0,0.92,,1,2,TARGET;CONTACT,1,6,-16,0.92,-0.03088,-0.02668,0.95,0.97499996,-15.12,1.0,0.92,,1,4,TARGET;DEBRIS,2,3,-11,0.96000004,-0.023120001,-0.012320001,0.97499996,1.025,-13.38,-1.0,0.96000004,,1,5,TRAILING_EDGE;RESIDUAL,2,2,10,1.04,-0.03312,-0.02132,0.95,1.0,-13.38,1.0,1.04,,1,1,GROUND;FINISHER_RING,0,6,36,1.0,-8.800011E-4,-0.02668,1.025,0.97499996,2.88,1.0,1.0,,1,6,ORBIT;FINISHER_ECHO,2,7,32,1.0,-0.010880001,-0.01768,1.0,1.0,-15.12,-1.0,1.0,,1,7,ORBIT;WARRIOR_ACCENT,2,0,-30,1.04,0.0068799993,-0.03932,1.05,0.95,-4.38,1.0,1.04,,1,3,TARGET|FIRE|100|440|440|440:0:100|2131034388|2131034387,2131034388|2131034307|2131034506,2131034506,2131034506|2131034507,2131034507,2131034507|2131034306||||5|3|3|1
mage_t16_c05|MAGE|80|4|행성 낙하|AUTHORED_CLASS:MAGE:CONVERGE|DESCEND|TOP_TO_BOTTOM|FRACTURE|CONVERGE|3|3|mage:c5:b4|mage:c5:b4|2|v2:5a5d8e3129574a3d|G09_DESCEND_TOP_TO_BOTTOM|MID|SINGLE|G09_DESCEND_TOP_TO_BOTTOM:MID:SINGLE~ANTICIPATION:1:5:-1:0:-2:33:32:2:-1:1~PRIMARY:2:0:-3:1:-2:34:32:0:1:1~CONTACT:1:6:1:0:-1:33:33:1:1:1~DEBRIS:1:5:1:1:-2:34:32:1:-1:1~RESIDUAL:2:5:6:-1:-2:32:32:1:-1:1~FINISHER_RING:1:3:1:-1:0:32:34:2:-1:1~FINISHER_ECHO:2:5:3:0:-2:33:32:3:-1:1~WARRIOR_ACCENT:2:3:-6:0:-1:33:34:0:-1:1|ANTICIPATION,1,5,-6,0.92,-0.0019999994,-0.042,0.97499996,0.95,9.0,-1.0,0.96000004,,1,0,LEADING_EDGE;PRIMARY,2,0,-22,1.0,0.018,-0.042,1.025,0.95,0.0,1.0,1.04,,1,2,TARGET;CONTACT,1,6,11,0.96000004,-0.0045599993,-0.02532,0.97499996,0.97499996,7.08,1.0,0.96000004,,1,4,TARGET;DEBRIS,1,5,8,0.92,0.01656,-0.03768,1.025,0.95,4.92,-1.0,0.96000004,,1,5,TRAILING_EDGE;RESIDUAL,2,5,36,1.0,-0.01344,-0.03768,0.95,0.95,4.92,-1.0,1.04,,1,1,GROUND;FINISHER_RING,1,3,6,1.0,-0.014559999,-0.00732,0.95,1.025,10.08,-1.0,1.04,,1,6,ORBIT;FINISHER_ECHO,2,5,18,1.0,-0.0045599993,-0.034319997,0.97499996,0.95,13.08,-1.0,1.0,,1,7,ORBIT;WARRIOR_ACCENT,2,3,-38,1.08,0.00656,-0.010680001,1.0,1.025,1.9200001,-1.0,0.92,,1,3,TARGET|COSMIC|100|600|600|600:0:100|2131034381|2131034381,2131034382|2131034315|2131034503,2131034503,2131034503|2131034504,2131034504,2131034504|2131034314||||5|3|3|1
mage_t17_c04|MAGE|85|3|비전 특이점|AUTHORED_CLASS:MAGE:CONVERGE|COLLAPSE|OUTSIDE_IN|RING|CONVERGE|4|0|mage:c4:b5|mage:c4:b5|2|v2:d88a25049b35ddb5|G06_COLLAPSE_OUTSIDE_IN|HIGH|COMBO|G06_COLLAPSE_OUTSIDE_IN:HIGH:COMBO~ANTICIPATION:1:2:-9:0:-1:34:35:5:1:2~PRIMARY:2:7:-2:-1:-1:34:35:1:-1:3~CONTACT:2:7:3:0:-1:34:35:1:-1:3~DEBRIS:1:0:4:-1:-2:34:34:3:1:2~RESIDUAL:1:6:5:-1:-1:34:34:2:1:2~FINISHER_RING:1:4:2:0:0:34:37:1:1:2~FINISHER_ECHO:0:3:6:-1:0:34:36:0:-1:3~WARRIOR_ACCENT:0:0:-4:0:-2:34:34:3:1:2|ANTICIPATION,1,2,-54,1.0,-0.01,-0.02,1.0335,1.06,23.0,1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,2,7,-12,0.92,-0.02,-0.02,1.007,1.06,5.0,-1.0,0.96000004,,3,2,TARGET;CONTACT,2,7,23,0.92,-0.01,-0.0136,1.0335,1.06,3.5200005,-1.0,0.96000004,,3,4,TARGET;DEBRIS,1,0,26,0.92,-0.02,-0.0344,1.007,1.007,17.48,1.0,0.92,,2,5,TRAILING_EDGE;RESIDUAL,1,6,34,0.92,-0.02,-0.0254,1.007,1.0335,11.48,1.0,0.92,,2,1,GROUND;FINISHER_RING,1,4,13,1.08,-0.01,0.004399999,1.0335,1.1129999,3.5200005,1.0,0.92,,2,6,ORBIT;FINISHER_ECHO,0,3,37,0.92,-0.02,-0.0046000006,1.007,1.0864999,0.52000046,-1.0,0.92,,3,7,ORBIT;WARRIOR_ACCENT,0,0,-24,0.92,-0.01,-0.0344,1.0335,1.007,14.48,1.0,0.92,,2,3,TARGET|ARCANE|28,32,40|140,300,520|140,300,520|140:0:28;300:1:32;520:2:40|2131034371|2131034371,2131034372|2131034313|2131034500,2131034500,2131034500|2131034501,2131034501,2131034501|2131034312||2131034502||6|4|3|1
mage_t18_c02|MAGE|90|1|절대빙옥 파쇄|AUTHORED_CLASS:MAGE:CROSS|BURST|CENTER_OUT|RING|CROSS|4|1|mage:c2:b5|mage:c2:b5|2|v2:fde3bf8394176db9|G03_BURST_CENTER_OUT|HIGH|COMBO|G03_BURST_CENTER_OUT:HIGH:COMBO~ANTICIPATION:0:0:1:-1:0:34:34:1:1:2~PRIMARY:0:1:-3:-1:0:34:34:0:-1:3~CONTACT:1:1:0:0:0:34:34:2:-1:3~DEBRIS:0:1:-1:-1:0:34:34:3:-1:3~RESIDUAL:2:4:0:1:1:37:37:0:1:2~FINISHER_RING:2:6:0:0:0:34:34:2:1:2~FINISHER_ECHO:2:2:0:0:0:34:35:2:1:2~WARRIOR_ACCENT:1:4:-2:-1:1:34:37:1:1:2|ANTICIPATION,0,0,10,1.08,-0.02,-0.005999999,1.007,1.007,3.0,1.0,0.92,,2,0,LEADING_EDGE;PRIMARY,0,1,-20,1.04,-0.02,0.0030000005,1.007,1.0335,0.0,-1.0,1.04,,3,2,TARGET;CONTACT,1,1,4,0.96000004,-0.01,-8.399999E-4,1.0335,1.0335,9.12,-1.0,1.0,,3,4,TARGET;DEBRIS,0,1,-10,0.92,-0.02,8.400008E-4,1.007,1.0335,13.38,-1.0,0.92,,3,5,TRAILING_EDGE;RESIDUAL,2,4,-4,0.92,0.02,0.02784,1.1129999,1.1129999,-1.6199999,1.0,0.92,,2,1,GROUND;FINISHER_RING,2,6,4,0.92,-0.01,-8.399999E-4,1.0335,1.0335,9.12,1.0,0.96000004,,2,6,ORBIT;FINISHER_ECHO,2,2,0,0.92,-0.01,0.00816,1.0335,1.06,9.12,1.0,0.92,,2,7,ORBIT;WARRIOR_ACCENT,1,4,-16,1.0,-0.02,0.02784,1.007,1.1129999,7.38,1.0,1.04,,2,3,TARGET|ICE|20,22,25,33|110,310,550,800|110,310,550,800|110:0:20;310:1:22;550:2:25;800:3:33|2131034390|2131034389,2131034390|2131034309|2131034509,2131034509,2131034509|2131034510,2131034510,2131034510|2131034308||2131034511||6|4|3|1
mage_t19_c05|MAGE|95|4|초신성|AUTHORED_CLASS:MAGE:CROSS|BURST|CENTER_OUT|RING|CROSS|4|2|mage:c5:b5|mage:c5:b5|2|v2:23665adbbb8e21c2|G03_BURST_CENTER_OUT|HIGH|COMBO|G03_BURST_CENTER_OUT:HIGH:COMBO~ANTICIPATION:2:0:-1:0:0:35:34:3:1:2~PRIMARY:1:1:0:1:0:37:34:0:-1:3~CONTACT:0:6:-1:0:0:35:34:-1:1:2~DEBRIS:2:6:1:1:0:37:34:1:1:2~RESIDUAL:0:0:4:1:0:37:34:1:1:2~FINISHER_RING:1:2:4:0:0:34:35:3:1:2~FINISHER_ECHO:1:7:5:0:0:35:35:-1:-1:3~WARRIOR_ACCENT:0:0:0:-1:0:34:34:1:1:2|ANTICIPATION,2,0,-6,0.92,0.0,-0.005999999,1.06,1.007,15.0,1.0,0.96000004,,2,0,LEADING_EDGE;PRIMARY,1,1,-4,1.08,0.02,0.0030000005,1.1129999,1.0335,0.0,-1.0,0.92,,3,2,TARGET;CONTACT,0,6,-8,0.96000004,0.0,-8.399999E-4,1.06,1.0335,-2.88,1.0,1.0,,2,4,TARGET;DEBRIS,2,6,10,1.0,0.02,8.400008E-4,1.1129999,1.0335,4.38,1.0,1.0,,2,5,TRAILING_EDGE;RESIDUAL,0,0,28,0.96000004,0.02,-0.008159999,1.1129999,1.007,4.38,1.0,1.0,,2,1,GROUND;FINISHER_RING,1,2,28,1.04,-0.01,0.00816,1.0335,1.06,15.12,1.0,1.04,,2,6,ORBIT;FINISHER_ECHO,1,7,32,1.0,0.0,0.00816,1.06,1.06,-2.88,-1.0,1.04,,3,7,ORBIT;WARRIOR_ACCENT,0,0,-4,1.08,-0.02,-0.008159999,1.007,1.007,7.38,1.0,0.92,,2,3,TARGET|COSMIC|20,22,25,33|260,450,600,720|260,450,600,720|260:0:20;450:1:22;600:2:25;720:3:33|2131034378|2131034377,2131034378|2131034315|2131034503,2131034503,2131034503|2131034504,2131034504,2131034504|2131034314||2131034505||6|4|3|2
mage_t20_c05|MAGE|100|4|우주 종말|AUTHORED_CLASS:MAGE:CONVERGE|COLLAPSE|OUTSIDE_IN|RING|CONVERGE|4|3|mage:c5:b5|mage:c5:b5|2|v2:5335b94ab9283a12|G06_COLLAPSE_OUTSIDE_IN|HIGH|COMBO|G06_COLLAPSE_OUTSIDE_IN:HIGH:COMBO~ANTICIPATION:0:3:-3:-1:-1:34:36:2:-1:3~PRIMARY:0:3:-2:1:-1:37:36:3:-1:3~CONTACT:0:7:0:1:-1:37:35:1:-1:3~DEBRIS:1:2:1:1:-1:36:35:4:1:2~RESIDUAL:1:1:1:0:-1:34:34:4:-1:3~FINISHER_RING:2:0:5:1:-2:37:34:0:1:2~FINISHER_ECHO:0:3:3:0:0:35:36:1:-1:3~WARRIOR_ACCENT:0:7:-5:0:-1:34:35:4:-1:3|ANTICIPATION,0,3,-22,1.04,-0.02,-0.011,1.007,1.0864999,8.0,-1.0,1.04,,3,0,LEADING_EDGE;PRIMARY,0,3,-12,0.96000004,0.02,-0.011,1.1129999,1.0864999,17.0,-1.0,0.96000004,,3,2,TARGET;CONTACT,0,7,-5,1.0,0.02,-0.0136,1.1129999,1.06,6.5200005,-1.0,1.04,,3,4,TARGET;DEBRIS,1,2,6,0.92,0.01,-0.0164,1.0864999,1.06,20.48,1.0,0.92,,2,5,TRAILING_EDGE;RESIDUAL,1,1,10,1.0,-0.01,-0.0254,1.0335,1.0335,20.48,-1.0,1.04,,3,1,GROUND;FINISHER_RING,2,0,33,0.92,0.02,-0.0316,1.1129999,1.007,0.52000046,1.0,0.92,,2,6,ORBIT;FINISHER_ECHO,0,3,21,0.96000004,0.0,-0.0046000006,1.06,1.0864999,6.5200005,-1.0,1.0,,3,7,ORBIT;WARRIOR_ACCENT,0,7,-32,1.0,-0.01,-0.0164,1.0335,1.06,20.48,-1.0,1.04,,3,3,TARGET|COSMIC|15,17,18,20,30|90,250,450,650,820|90,250,450,650,820|90:0:15;250:1:17;450:2:18;650:3:20;820:4:30|2131034377|2131034377,2131034378|2131034315|2131034503,2131034503,2131034503|2131034504,2131034504,2131034504|2131034314||2131034505||6|4|3|2
cleric_t01_c01|CLERIC|5|0|빛의 화살|AUTHORED_CLASS:CLERIC:RUPTURE|SHOT|OUTSIDE_IN|POINT|RUPTURE|0|0|cleric:c1:b1|cleric:c1:b1|2|v2:65387c7a9f8262fc|G14_SHOT_OUTSIDE_IN|LOW|DOUBLE|G14_SHOT_OUTSIDE_IN:LOW:DOUBLE~ANTICIPATION:0:1:-5:2:-1:32:31:3:-1:2~PRIMARY:0:3:-5:1:0:31:32:-1:-1:2~CONTACT:0:4:-2:0:1:30:33:-1:1:2~DEBRIS:0:1:0:1:-1:32:31:1:-1:2~RESIDUAL:0:1:3:0:-1:30:31:1:-1:2~FINISHER_RING:2:6:0:0:-1:30:31:2:1:2~FINISHER_ECHO:2:2:3:1:0:32:31:-1:1:2~WARRIOR_ACCENT:0:5:-6:2:-1:33:30:1:-1:2|ANTICIPATION,0,1,-30,1.0,0.034,-0.015,0.96349996,0.9165,13.0,-1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,0,3,-32,1.0,0.024,0.0029999996,0.94,0.96349996,-5.0,-1.0,1.0,,2,2,TARGET;CONTACT,0,4,-16,1.04,-0.00368,0.01392,0.893,0.9869999,-3.28,1.0,1.04,,2,4,TARGET;DEBRIS,0,1,5,0.92,0.02968,-0.01392,0.96349996,0.9165,3.28,-1.0,0.96000004,,2,5,TRAILING_EDGE;RESIDUAL,0,1,18,0.92,-3.199987E-4,-0.01392,0.893,0.9165,3.28,-1.0,0.92,,2,1,GROUND;FINISHER_RING,2,6,-2,0.92,-0.00368,-0.013079999,0.893,0.9165,8.72,1.0,0.92,,2,6,ORBIT;FINISHER_ECHO,2,2,22,1.04,0.02632,-0.00408,0.96349996,0.94,-3.28,1.0,1.04,,2,7,ORBIT;WARRIOR_ACCENT,0,5,-40,1.08,0.03968,-0.02292,0.9869999,0.893,6.2799997,-1.0,0.92,,2,3,TARGET|HOLY|48,52|240,680|240,680|240:0:48;680:1:52|2131034362|2131034361,2131034362|2131034182|2131034494,2131034494,2131034494|2131034495,2131034495,2131034495|||||4|3|3|1
cleric_t02_c02|CLERIC|10|1|심판의 망치|AUTHORED_CLASS:CLERIC:CROSS|DESCEND|TOP_TO_BOTTOM|FRACTURE|CROSS|0|1|cleric:c2:b1|cleric:c2:b1|2|v2:421d0a2cb0411421|G09_DESCEND_TOP_TO_BOTTOM|LOW|SINGLE|G09_DESCEND_TOP_TO_BOTTOM:LOW:SINGLE~ANTICIPATION:0:0:-2:-1:-2:30:30:2:1:1~PRIMARY:2:2:-4:1:-1:32:31:3:1:1~CONTACT:1:2:-2:1:-1:33:31:0:1:1~DEBRIS:1:5:0:0:-2:31:30:0:-1:1~RESIDUAL:0:5:6:1:-2:33:30:2:-1:1~FINISHER_RING:1:4:3:0:0:31:33:1:1:1~FINISHER_ECHO:0:4:3:1:0:32:33:1:1:1~WARRIOR_ACCENT:2:2:-1:0:-1:31:31:-1:1:1|ANTICIPATION,0,0,-14,0.92,-0.011999999,-0.042,0.893,0.893,12.0,1.0,0.96000004,,1,0,LEADING_EDGE;PRIMARY,2,2,-26,0.96000004,0.018,-0.024,0.96349996,0.94,15.0,1.0,0.96000004,,1,2,TARGET;CONTACT,1,2,-13,0.96000004,0.02544,-0.01632,0.9869999,0.94,1.0799999,1.0,0.96000004,,1,4,TARGET;DEBRIS,1,5,-4,0.92,-0.0034399997,-0.03768,0.9165,0.893,-1.0799999,-1.0,0.92,,1,5,TRAILING_EDGE;RESIDUAL,0,5,40,0.92,0.02656,-0.03768,0.9869999,0.893,7.92,-1.0,0.96000004,,1,1,GROUND;FINISHER_RING,1,4,18,1.0,-0.0045599993,0.0016799998,0.9165,0.9869999,7.08,1.0,1.04,,1,6,ORBIT;FINISHER_ECHO,0,4,22,0.96000004,0.01544,0.0016799998,0.96349996,0.9869999,4.08,1.0,1.0,,1,7,ORBIT;WARRIOR_ACCENT,2,2,-10,1.0,0.00656,-0.01968,0.94,0.94,-4.08,1.0,1.0,,1,3,TARGET|HOLY|100|560|560|560:0:100|2131034356|2131034355,2131034356|2131034301|2131034491,2131034491,2131034491|2131034492,2131034492,2131034492|||||4|3|3|1
cleric_t03_c03|CLERIC|15|2|퇴마 연타|AUTHORED_CLASS:CLERIC:RUPTURE|FLURRY|LEFT_TO_RIGHT|EDGE|RUPTURE|0|2|cleric:c3:b1|cleric:c3:b1|2|v2:db2eed6e1faf7780|G12_FLURRY_LEFT_TO_RIGHT|LOW|COMBO|G12_FLURRY_LEFT_TO_RIGHT:LOW:COMBO~ANTICIPATION:2:7:-2:0:1:30:31:1:-1:3~PRIMARY:1:7:2:1:1:31:31:2:-1:3~CONTACT:2:2:0:0:0:30:31:0:1:2~DEBRIS:0:2:-1:0:0:30:31:2:1:2~RESIDUAL:2:0:3:1:0:32:30:2:1:2~FINISHER_RING:1:2:1:0:0:31:31:3:1:2~FINISHER_ECHO:0:2:2:2:0:33:31:1:1:2~WARRIOR_ACCENT:1:1:0:0:0:31:31:4:-1:3|ANTICIPATION,2,7,-12,1.08,-0.0020000003,0.01,0.893,0.94,6.0,-1.0,0.92,,3,0,LEADING_EDGE;PRIMARY,1,7,12,0.92,0.018,0.01,0.94,0.94,9.0,-1.0,0.96000004,,3,2,TARGET;CONTACT,2,2,4,0.96000004,-0.0077600004,0.0068,0.893,0.94,-0.84000015,1.0,1.0,,2,4,TARGET;DEBRIS,0,2,-8,0.92,-0.00524,0.0082,0.893,0.94,9.84,1.0,0.92,,2,5,TRAILING_EDGE;RESIDUAL,2,0,22,0.92,0.02476,-0.009799999,0.96349996,0.893,9.84,1.0,0.96000004,,2,1,GROUND;FINISHER_RING,1,2,8,1.04,0.0022399994,0.0068,0.9165,0.94,17.16,1.0,1.04,,2,6,ORBIT;FINISHER_ECHO,0,2,16,0.92,0.03224,0.0068,0.9869999,0.94,5.16,1.0,0.92,,2,7,ORBIT;WARRIOR_ACCENT,1,1,-4,1.0,0.00476,-7.999996E-4,0.9165,0.9165,18.84,-1.0,1.04,,3,3,TARGET|ARCANE|20,22,25,33|120,250,390,580|120,250,390,580|120:0:20;250:1:22;390:2:25;580:3:33|2131034344|2131034343,2131034344|2131034181|2131034485,2131034485,2131034485|2131034486,2131034486,2131034486|||||4|4|3|2
cleric_t04_c04|CLERIC|20|3|성화 폭발|AUTHORED_CLASS:CLERIC:CROSS|BURST|CENTER_OUT|RING|CROSS|0|3|cleric:c4:b1|cleric:c4:b1|2|v2:42e1a013712ea6e0|G03_BURST_CENTER_OUT|LOW|DOUBLE|G03_BURST_CENTER_OUT:LOW:DOUBLE~ANTICIPATION:2:5:1:-1:0:30:30:0:-1:2~PRIMARY:2:6:0:1:0:33:31:0:1:2~CONTACT:1:3:0:0:1:31:32:2:-1:2~DEBRIS:0:6:1:0:0:31:31:0:1:2~RESIDUAL:2:3:0:0:1:31:32:0:-1:2~FINISHER_RING:0:6:4:0:0:31:31:2:1:2~FINISHER_ECHO:0:7:6:1:0:33:31:2:-1:2~WARRIOR_ACCENT:2:5:0:0:0:31:30:0:-1:2|ANTICIPATION,2,5,6,0.92,-0.02,-0.005999999,0.893,0.893,0.0,-1.0,0.96000004,,2,0,LEADING_EDGE;PRIMARY,2,6,4,1.04,0.02,0.0030000005,0.9869999,0.9165,0.0,1.0,1.04,,2,2,TARGET;CONTACT,1,3,-4,0.92,-0.01,0.017159998,0.9165,0.96349996,9.12,-1.0,0.92,,2,4,TARGET;DEBRIS,0,6,6,0.92,0.0,8.400008E-4,0.94,0.9165,-1.6199999,1.0,0.96000004,,2,5,TRAILING_EDGE;RESIDUAL,2,3,4,0.96000004,-0.01,0.01884,0.9165,0.96349996,1.3800001,-1.0,1.0,,2,1,GROUND;FINISHER_RING,0,6,28,1.0,-0.01,-8.399999E-4,0.9165,0.9165,9.12,1.0,1.04,,2,6,ORBIT;FINISHER_ECHO,0,7,40,1.04,0.02,0.00816,0.9869999,0.94,9.12,-1.0,1.04,,2,7,ORBIT;WARRIOR_ACCENT,2,5,-4,1.04,-0.01,-0.008159999,0.9165,0.893,1.3800001,-1.0,1.04,,2,3,TARGET|FIRE|48,52|220,780|220,780|220:0:48;780:1:52|2131034350|2131034349,2131034350|2131034303|2131034488,2131034488,2131034488|2131034489,2131034489,2131034489|||||4|3|3|1
cleric_t05_c05|CLERIC|25|4|수호천사 강하|AUTHORED_CLASS:CLERIC:RUPTURE|DESCEND|TOP_TO_BOTTOM|FRACTURE|RUPTURE|1|0|cleric:c5:b2|cleric:c5:b2|2|v2:33f3c18e812be145|G09_DESCEND_TOP_TO_BOTTOM|LOW|COMBO|G09_DESCEND_TOP_TO_BOTTOM:LOW:COMBO~ANTICIPATION:1:5:-5:-1:-2:30:30:0:-1:3~PRIMARY:1:4:0:0:0:31:33:-1:1:2~CONTACT:0:0:3:0:-2:31:30:0:1:2~DEBRIS:1:2:0:1:-1:33:31:0:1:2~RESIDUAL:0:6:6:0:-1:31:31:0:1:2~FINISHER_RING:2:5:3:1:-2:33:30:-1:-1:3~FINISHER_ECHO:2:5:1:1:-2:33:30:1:-1:3~WARRIOR_ACCENT:1:5:0:0:-2:31:30:2:-1:3|ANTICIPATION,1,5,-30,0.96000004,-0.011999999,-0.042,0.893,0.893,0.0,-1.0,1.0,,3,0,LEADING_EDGE;PRIMARY,1,4,-2,0.96000004,0.008,-0.006000001,0.94,0.9869999,-3.0,1.0,1.0,,2,2,TARGET;CONTACT,0,0,23,1.0,-0.0045599993,-0.034319997,0.9165,0.893,-1.9200001,1.0,1.04,,2,4,TARGET;DEBRIS,1,2,4,0.92,0.02656,-0.01968,0.9869999,0.94,1.9200001,1.0,0.96000004,,2,5,TRAILING_EDGE;RESIDUAL,0,6,40,1.0,-0.0034399997,-0.02868,0.9165,0.9165,-1.0799999,1.0,1.0,,2,1,GROUND;FINISHER_RING,2,5,22,1.04,0.02544,-0.034319997,0.9869999,0.893,-4.92,-1.0,1.04,,3,6,ORBIT;FINISHER_ECHO,2,5,10,1.04,0.02544,-0.034319997,0.9869999,0.893,7.08,-1.0,1.04,,3,7,ORBIT;WARRIOR_ACCENT,1,5,-2,0.92,-0.0034399997,-0.03768,0.9165,0.893,7.92,-1.0,0.92,,3,3,TARGET|HOLY|28,32,40|140,420,780|140,420,780|140:0:28;420:1:32;780:2:40|2131034368|2131034367,2131034368|2131034305|2131034497,2131034497,2131034497|2131034498,2131034498,2131034498|2131034304||||5|4|3|1
